cluster_id,customer_message_id,conversation_id,probability,outlier_score,text
0,1215407,1215405,1.0,0.0,@AmazonHelp Thank you
0,1176285,1176279,1.0,0.0,@AmazonHelp Thank you
0,1306406,1306407,1.0,0.0,@AmazonHelp Thank you
0,1117010,1117012,1.0,0.0,@AmazonHelp Thank you
0,1339600,1339601,1.0,0.0,@AmazonHelp Thank you
0,899524,899525,1.0,0.0,@AmazonHelp Thank you
0,1505436,1505437,1.0,0.0,@AmazonHelp Thank you
0,842133,842139,1.0,0.0,@AmazonHelp Thank you
1,2931864,2931865,0.044641614237504,0.955358385762496,@AmazonHelp Thank You!
1,2396353,2396359,0.0585216340105572,0.9414783659894428,@AmazonHelp Thank you!
1,572418,572416,0.0389876844793526,0.9610123155206474,@AmazonHelp Thank You!
1,1411659,1411660,0.0727676637388453,0.9272323362611546,@AmazonHelp Thank you thank you!
1,522531,522527,0.0371471508084531,0.9628528491915468,@AmazonHelp Thank You!
1,164810,164813,0.4271234253987145,0.5728765746012855,@AmazonHelp Thank you!
1,69840,69841,0.4268766299054767,0.5731233700945232,@AmazonHelp Thank you!
1,158609,158610,0.4653435381516893,0.5346564618483107,@AmazonHelp Thank you!
2,1302329,1302331,0.742167851278766,0.2578321487212339,@AmazonHelp Thank you!
2,734680,734676,0.0268583723964024,0.9731416276035976,@AmazonHelp thank you! c:
2,1345571,1345569,0.8165108481323539,0.183489151867646,@AmazonHelp Thank you!
2,1385278,1385280,1.0,0.0,@AmazonHelp Thank you!
2,1165671,1165669,1.0,0.0,@AmazonHelp Thank you!
2,1248266,1248264,1.0,0.0,@AmazonHelp Thank you!
2,342968,342969,1.0,0.0,@AmazonHelp Thank you!
2,438004,438006,1.0,0.0,@AmazonHelp Thank you!
3,408793,408792,1.0,0.0,@AmazonHelp Thank you
3,388027,388028,1.0,0.0,@AmazonHelp Thank you
3,382880,382878,1.0,0.0,@AmazonHelp Thank you
3,382809,382810,1.0,0.0,@AmazonHelp Thank you
3,434524,434516,1.0,0.0,@AmazonHelp Thank you
3,472435,472424,1.0,0.0,@AmazonHelp Thank you
3,667735,667736,1.0,0.0,@AmazonHelp Thank you
3,675251,675252,1.0,0.0,@AmazonHelp Thank you
4,2434981,2434985,0.0384815654659677,0.9615184345340322,@AmazonHelp Thanku ^CT
4,2488403,2488404,1.0,0.0,@AmazonHelp Thank you
4,2283511,2283514,0.0112387018852469,0.988761298114753,@AmazonHelp Thank you Shonna
4,2492224,2492220,1.0,0.0,@AmazonHelp Thank you
4,2474879,2474877,1.0,0.0,@AmazonHelp Thank you
4,1043140,1043141,1.0,0.0,@AmazonHelp Thank you
4,1136228,1136229,1.0,0.0,@AmazonHelp Thank you
4,2538167,2538159,1.0,0.0,@AmazonHelp Thank you
5,2488509,2488511,0.0965765878283706,0.9034234121716292,@AmazonHelp Thank You.
5,1286974,1286999,1.0,0.0,"@AmazonHelp Thank you, CR."
5,697970,697971,0.0017411894317774,0.9982588105682224,@AmazonHelp Thanks. Appreciate &amp; look forward.
5,1397887,1397885,0.1054719860052232,0.8945280139947767,@AmazonHelp Thank You.
5,1479132,1479133,1.0,0.0,@AmazonHelp Thank you.
5,1508637,1508638,1.0,0.0,@AmazonHelp Thank you.
5,1490293,1490294,1.0,0.0,@AmazonHelp Thank you.
5,1609617,1609618,1.0,0.0,@AmazonHelp Thank you.
6,535067,535070,1.0,0.0,@AmazonHelp Ok thanks
6,499969,499970,0.0497498790636708,0.9502501209363292,@AmazonHelp Ok thanks bv
6,536522,536528,1.0,0.0,@AmazonHelp Ok thanks
6,58111,58109,1.0,0.0,@AmazonHelp Ok thanks
6,1006560,1006554,1.0,0.0,@AmazonHelp Ok thanks
6,529034,529032,1.0,0.0,@AmazonHelp Ok thanks
6,1936461,5159,1.0,0.0,@AmazonHelp Ok thanks
6,1015585,1015583,1.0,0.0,@AmazonHelp Ok thanks
7,721259,721255,1.0,0.7431862835141407,@AmazonHelp Eso que tiene que ver? Yo he comprado en Amazon y desde luego por teléfono no han puesto tantos problemas para gestionar la reclamación
7,2141312,2141319,1.0,0.7596125313866486,@AmazonHelp I’ve a contract with you. I’ve paid for amazon Deck 109. Is this the same as block 109? Surely you know where Amazon deck 109 is??? This is sooooo painful
7,343680,343702,1.0,0.7601775432952622,"@AmazonHelp D'après le SAV Amazon c'était soit Amazon soit moi qui aurait demandé ce retour, hors ce n'est pas le cas."
7,1661798,1661793,1.0,0.7630482998931792,@AmazonHelp No but I’ve been on their website for returns and amazon isn’t even an option
7,255032,255033,1.0,0.7588201951795683,"@AmazonHelp The Amazon seller app is reporting inaccurate info, searching Amazon shopping app returns no results."
7,2141314,2141319,1.0,0.7696403401130071,@AmazonHelp Let me get this straight. I buy tickets off you. Confirmation says Amazon deck 109 NOTHING ELSE nothing about food or drink. I come to you and YOU can’t tell me where I’m seated? Are you for real #
7,93641,93632,1.0,0.7310897131231607,"@AmazonHelp Danke, damit konnten wenigstens Sie mir ein Stück weiterhelfen. Bzgl meines Anliegens konnte ich mir auch nochmal telefonisch bestätigen lassen: Amazon hat meine Bestellung verbockt und ich hab Pech gehabt. S"
7,765701,765704,1.0,0.7285958401863323,@AmazonHelp I did get back to Amzn with the feedback that police would not look into this as it is Amazon logistic issue. No need to drag this over net
8,985140,985141,0.386751904936282,0.613248095063718,@AmazonHelp Do you think that Bombay Dyeing will put MRP of Rs.3711 or Rs.1799 depending upon the Region??
8,1563745,1563746,0.4728891282882379,0.5271108717117621,@AmazonHelp Says taxes inclusive in MRP 😂😂
8,132574,132575,0.3264893348578067,0.6735106651421934,@AmazonHelp Due to GST every state have same MRP now and this product is manufactured after GST how you can charge more than MRP explain this or I will go to the consumer court
8,535151,535149,0.2383799894927467,0.7616200105072533,@AmazonHelp Your invoice is showing more than mrp and I have made payment more than mrp to @24308
8,135096,135097,0.3492938561625261,0.6507061438374738,@AmazonHelp Again a lie. The product was manufactred much earlier and MRP printed is 320. Amount charged now is 340 in full violation. Wish you see the pics. You dont even acknowledge.@1560 @131027
8,2553854,2553855,0.1873480831697715,0.8126519168302285,"@AmazonHelp Please guide me how I can get my 18 % GST back, which is added on MRP."
8,1443283,1443284,0.4590910259787137,0.5409089740212863,"@AmazonHelp Fluctuations are fine, but when the MRP is ₹350, how can the tax invoice have a different figure? https://t.co/uf28lZaBua"
8,2376146,2376147,0.5500582190056967,0.4499417809943032,@AmazonHelp @128484 Your pricing policy is to charge above the MRP?
9,429009,428987,1.0,0.0,@AmazonHelp @115851 is big joker and @115850 big looser not even keep their words
9,1209111,1208753,1.0,0.0,@AmazonHelp JOker looks at attachment.. @115851 big joker @115850 #resolutionteam &amp; #Cteam master joker @115821.com https://t.co/wq4wqNtwjY
9,2511768,19137,1.0,0.0,@AmazonHelp I've already given details multiple time But you #joker never responded only sorry and apologies big joker @115821 https://t.co/23SWMRp3Bo
9,2142166,920929,1.0,0.0,@AmazonHelp There should be a limit of elaborating can't help if U joker's don't want to understand @115851 @115850 @115821
9,1089227,1003631,1.0,0.0,@AmazonHelp You joker's only say sorry only and your bigger joker @115851 always silent #jokers
9,796394,231795,1.0,0.0,@AmazonHelp @309902 Joker's🤔🤔always say sorry but did not learn from mistake my 3 order you and your master ruin
9,2221877,1387105,1.0,0.0,@AmazonHelp you jokers i've already given details but you never understand and it's your tendency bagger @115821
9,1015275,678646,1.0,0.0,@AmazonHelp You leave it joker's let @115851 reply jokers don't have courage to help me thanks
10,2321006,2321004,1.0,0.0,@AmazonHelp Both times it was amzl us
10,377223,377224,1.0,0.0,@AmazonHelp AMZL US.
10,1076279,1076282,1.0,0.0,@AmazonHelp “AMZL US” ?
10,1241107,1241110,1.0,0.0,@AmazonHelp By AMZL US
10,304372,304374,1.0,0.0,@AmazonHelp AMZL US?
10,865622,865617,1.0,0.0,@AmazonHelp amzl us was the for all three
10,1724453,1724454,1.0,0.0,@AmazonHelp Those with AMZL US
10,450709,450711,1.0,0.0,@AmazonHelp AMZL US - is that what you mean?
11,2724967,2724968,1.0,0.0,@AmazonHelp os mando la incidencia por privado (soy bueno) 😉
11,1452908,1452909,0.9535610514873184,0.0464389485126816,@AmazonHelp @132703 Sí! Os paso los datos por privado.
11,754988,754989,1.0,0.0,@AmazonHelp Os he dejado un privado
11,739669,739670,1.0,0.0,"@AmazonHelp Eso os he preguntado por privado, que dónde debo poner la reclamación?"
11,2657673,2657675,1.0,0.0,@AmazonHelp Well I sent you guys a private message can I talk in private in case
11,2878657,2878652,1.0,0.0,@AmazonHelp Vi ho scritto in privato
11,2857257,2857258,1.0,0.0,@AmazonHelp Os he mandado un privado a esa cuenta ahora mismo!
11,1113558,1113554,1.0,0.0,@AmazonHelp Envío mensaje privado
12,73571,73568,0.2497928445794876,0.7502071554205123,@AmazonHelp R u fooling me how many quiz contest ur conducted just on one plus 5t?
12,468747,468749,0.3685348133590945,0.6314651866409056,@AmazonHelp Thanks for sharing the details. I hope to be one of the winner of #OnePlus5T 😆
12,2437725,1273483,0.3604376691551114,0.6395623308448886,@AmazonHelp This result is not for 25th september quiz. I doubt that if the draw is really made or not or itz all fake.
12,1320513,1320514,0.3296929432440872,0.6703070567559127,@AmazonHelp I checked the page and it still shows the results of the 25th August quiz. The September 25th results were supposed to be out on Oct 25th.
12,880018,210417,0.3189584020605938,0.6810415979394063,@AmazonHelp @165805 I believe the results for the quiz held on 25th september will be out on 25th October if I am not mistaken. Pls confirm.
12,1192271,1192277,0.3942410666492055,0.6057589333507944,@AmazonHelp This is very odd. It's already 4 PM IST and the winners list page still contains the 25th August quiz winners. Will it be declared today?
12,2570405,2570406,0.4777637429342662,0.5222362570657338,@AmazonHelp This is all fake you are showing same winners for 25th August quiz and 25th September Quiz.
12,841863,841328,0.383871161757272,0.616128838242728,"@AmazonHelp LOL tried it already... playing all app quiz n contestS,,,,,"
13,999162,144014,0.5604827387302131,0.4395172612697869,"@AmazonHelp Second thing is as u told MSOP not guaranteed for COD method , i reffered to your COD T&amp;C and did not find any such terms (1/2) https://t.co/XHeWmk5Ns2"
13,2603024,2603025,0.9488343923638948,0.0511656076361053,@AmazonHelp COD is available for another account of my friend. Our pincodes are also same. COD is not available for only my account.
13,1893531,1893489,1.0,0.0,@AmazonHelp I am unable to place the order for pincode 201005.pls help
13,1631104,962032,1.0,0.0,@AmazonHelp #apnidukaan what's the use of delivery to every pincode when u can't pick up returns
13,292268,292269,1.0,0.0,@AmazonHelp But flipkart and shop clues are giving COD facility in this pincode
13,245837,245829,1.0,0.0,@AmazonHelp Previously COD is available on same pin code.
13,1565064,1565065,1.0,0.0,@AmazonHelp Still ur website accept order for that pin code. 334803.
13,1227965,1208753,1.0,0.0,@AmazonHelp Delivery 🚚 problem in pincode 834002
14,451874,451871,0.7340774640756372,0.4004206614435658,@AmazonHelp não consegui. vou mandar DM pra vocês.
14,319150,319151,0.6785735479845691,0.4457551158108305,@AmazonHelp Thank you. I've followed the instructions given in the DM.
14,1616797,1616798,0.8780731530618389,0.2828079513652886,@AmazonHelp Just sent you a dm. Thanks.
14,2410495,2410498,0.7377077749429872,0.3974554983713812,@AmazonHelp They're DMing me now. Thanks.
14,141970,141971,0.469767533455054,0.616303563631471,@AmazonHelp en DM svp
14,390809,390805,0.7314509273208685,0.4025659625148927,@AmazonHelp Stop lying. There's nothing you sent as DM? WHY SUCH DOUBLE STANDARD?
14,581877,581872,0.4641101459298598,0.6209244011265774,@AmazonHelp 'Confirm'? I haven't actually told you in the first place. It's DPD.
14,2787696,2787697,0.8695591394004001,0.2897620221948761,@AmazonHelp I'll send you guys a DM!
15,1375309,1375310,0.9847058884794494,0.0152941115205505,@AmazonHelp Umm nothing just a refund. Kidding me after so much heartache and not getting my costume on time!
15,2671573,2671574,1.0,0.0,"@AmazonHelp Thanks for your assistance, but unless there's an option for a new costume by 3:00 p.m. E.S.T. today, I'm not interested..."
15,254061,254059,1.0,0.0,@AmazonHelp I used @115821 for my Halloween costume because I trust the company. Now not only have they sent it to the wrong place. They didn’t expedite
15,2641344,2641346,1.0,0.0,"@AmazonHelp Thanks! Unfortunately, I'm just going to have to return it when it arrives tomorrow (a day late). Back to the original costume I guess :("
15,1300654,1300657,1.0,0.0,@AmazonHelp It finally came and I was missing an item. Very upset I needed this for my Halloween costume. 😭😭😭
15,1246394,1246395,1.0,0.0,@AmazonHelp USPS.. Tracking says the costumes are in Kentucky. I just spoke with Arlene (#superhelpful) who's working on it. Fingers and toes crossed!
15,789311,789070,0.8402690199032774,0.1597309800967226,@AmazonHelp Try telling that to my son who won't have his costume for his school party!
15,1246397,1246395,0.7486020295433722,0.2513979704566278,@AmazonHelp The costumes arrived in more than enough time! Made their entire day and saved me from a last minute diy project. Sorry I boo'd 😇😈😅 #thanks
16,1101752,1101753,1.0,0.0,"@AmazonHelp Hermes hat hier schon mehrfach angegeben geliefert zu haben, was nicht stimmte, gestern kam kein Paket, kommt nun angeblich heute usw. https://t.co/5vBhjgJddB"
16,78777,78803,1.0,0.0,"@AmazonHelp @4772 doch sie brauchen nur bei Hermes anrufen, sich mit dem örtlichen Zentrum (Stolberg/Rhl.)verbinden lassen und zur Not den dortigen Leiter auffordern, in sein Auto zu steigen und auszuliefern, bekam gerad"
16,994292,994295,1.0,0.0,@AmazonHelp Es gibt zwei Varianten zu diesem Thema. Erste Variante: Hermes hat es nicht pünktlich geschafft. Zweite Variante: ihr habt die Lieferung ..
16,1706215,1706209,1.0,0.0,@AmazonHelp Hermes? You jest. Below is the only info given. No card (obviously) so no contact number. https://t.co/1dudU04D2R
16,1528648,1528649,0.9625619104469636,0.0374380895530365,@AmazonHelp Wird zugestellt. Seit heute morgen. Hermes bekommt es leider nie hin pünktlich zu liefern. Bisher immer so.
16,727840,727841,1.0,0.0,@AmazonHelp Zwei Gegenstände sollten gestern an die Hermes-Abholstation geliefert werden.Liegerverf:Dort gestern angebl niemanden angetroffen:Tankstelle
16,179444,179452,1.0,0.0,"@AmazonHelp So, ordered, lost by Hermes, cancelled, reordered. Which carrier do you chose this time? Hermes. Here we go again."
16,78791,78803,1.0,0.0,"@AmazonHelp aber ne Gutschrift oder für Hermes das Taxi bezahlen, könnten Sie bestimmt ;) bei dhl nie Probleme"
17,1293000,1293004,1.0,0.0,@AmazonHelp okay thank you
17,2849065,2845506,1.0,0.0,@AmazonHelp Ok thank you for that
17,1641390,1641388,0.9982139263036192,0.0017860736963807,@AmazonHelp Ah fixed thanks
17,816953,816954,0.9813053028562142,0.0186946971437857,@AmazonHelp Right thanks
17,1223096,1223098,0.8474610187746697,0.1525389812253303,@AmazonHelp Ok thank you x
17,758379,758380,1.0,0.0,@AmazonHelp Okay thank you
17,392621,392622,1.0,0.0,@AmazonHelp Okay thankyou
17,2971953,2971955,1.0,0.0,@AmazonHelp Okay thank you
18,1500722,1500729,0.8314130264290818,0.1685869735709182,"@AmazonHelp Royal Mail have confirmed their courier returned it to the depot to be delivered tomorrow, no reason was given for the failure to deliver."
18,1331914,1331915,0.8119968345836164,0.1880031654163836,@AmazonHelp This is Royal Mail! Why didn’t it get sent AM delivery?!
18,2477373,2477376,0.7219450208549962,0.2780549791450037,"@AmazonHelp Royal Mail are meant to be delivering today, and you list it as 'Out for delivery' but the tracking on the RM site only shows received at the sorting office and not yet out for delivery. Hence my scepticism"
18,299002,299004,0.7309967711951404,0.2690032288048596,@AmazonHelp Hi sorry didnt realise it was royal mail think its coming tomorrow x
18,1346592,1346593,0.8030100856777728,0.1969899143222272,"@AmazonHelp A delay notice has been given, yes. Can Royal Mail still deliver this late?!"
18,2472381,2472385,0.8227726532273569,0.177227346772643,@AmazonHelp Hello there! As I thought Royal Mail did not make another delivery today and I haven’t recieved my parcel yet.
18,1290391,1290393,0.7309967711951404,0.2690032288048596,@AmazonHelp 9pm. Surely you don't want to be associated with this sort of late delivery? DPD &amp; Royal Mail were better - more expensive eh???
18,448699,448702,0.661693465434832,0.338306534565168,@AmazonHelp @126705 - Will it come today? Is there some kind of issue at Manchester Mail Centre?? https://t.co/M888QGG6fD
19,2917239,2917240,1.0,0.0,"@AmazonHelp well it's a kind offer - but are you an actual human being? Or just another concerned bot? If you are human, you can DM me. Feel free...."
19,2917217,2917218,1.0,0.0,@AmazonHelp great response by a bot.
19,1603790,1603795,1.0,0.0,@AmazonHelp For an item that was never delivered? Whats your guess? Geez i hate bots....
19,2419247,2419243,1.0,0.0,@AmazonHelp Now I am getting the feeling I am talking to a bot. This just adds wasted time to a missed delivery promise. No thanks.
19,1206902,1206903,1.0,0.0,@AmazonHelp @115850 Bot replies are so stupid ... Think about it!
19,2935875,2935876,1.0,0.0,@AmazonHelp I've been through this with another one of your bots!
19,783396,783416,1.0,0.0,@AmazonHelp U don't appreciate it. U are testing it right now. I am sure u are a bot And not a human being.
19,2741793,2741794,1.0,0.0,@AmazonHelp Does the B in VB stand for Bot? Because that was hella fast.
20,503492,503495,1.0,0.0,@AmazonHelp Intelcom the one who says they are too busy unpacking boxes to deliver mine
20,2959927,2959928,1.0,0.0,"@AmazonHelp Intelcom. I never heard of them before and read bad reviews on them that are coming true in my situation. When I ordered before, I never had this issue with UPS or Canada Post."
20,2959941,2959942,1.0,0.0,@AmazonHelp That link routes me to the US website and I ordered from The Canadian. It was Intelcom which I never heard about before and read bad reviews that are coming true in my situation. The CSA was supposed to call 
20,652190,649652,1.0,0.0,@AmazonHelp Option: refund (thanks). Insight: That your call center is getting complaints non-stop about Intelcom Courier packages gone missing or delayed and that there's nothing that can be done to opt out of using Int
20,609376,609377,1.0,0.0,"@AmazonHelp I received a refund for my mia package, but so far IntelCom is 2/2 on missing packages. Never have any issues with CanadaPost."
20,2431174,2431166,1.0,0.0,"@AmazonHelp Intelcom doesn't answer their phone, return messages or respond to email. I have filed numerous complaints with you on them - all have clearly been ignored. #customerdoesntmatter."
20,1327725,1327726,1.0,0.0,@AmazonHelp Yes but that means nothing to Intelcom.
20,2606682,2606680,1.0,0.0,@AmazonHelp I spoke to someone on the phone. I was given a promo code but it still doesn't really fix the underlying problem with Intelcom itself.
21,1004535,1004536,1.0,0.0,@AmazonHelp Non sur ordi il me demande le code en plus et je suis co. Mais la a chaque fois faut que je trouve un ordi :(
21,1540966,1540963,1.0,0.0,@AmazonHelp so am i going to get my code orrrr?
